집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops
1104070020012,706.1,127.05324724329776,37.56588122274947,98,13
1104070020013,200.1,127.05483842577344,37.5625071825331,105,13
1104070020010,545.0,127.05181080807814,37.5637762534071,108,13
1104070020011,292.9,127.05465724598812,37.56438940534661,101,13
1104070020024,418.2,127.04963652547644,37.56524203744664,115,13
1104070020019,498.5,127.0449322850117,37.570564933388845,60,0
1104070020018,474.6,127.05139423127338,37.56678973729973,77,13
1104070020001,975.6,127.0505513406721,37.56696936908715,85,13
1104070020006,373.3,127.04972286494348,37.56817235989377,63,9
1104070020007,655.6,127.05034403149574,37.563851692546926,122,13
1104070020004,196.0,127.05331734403715,37.5643291580201,119,13
1104070020005,441.8,127.0532749036714,37.5634672511278,119,13
1104070020002,470.5,127.05284955671382,37.56289340175349,125,13
1104070020003,622.1,127.053103382476,37.55646485367276,73,9
1104070020301,124.4,127.05546235420348,37.56317227371194,89,13
1104071010001,443.2,127.0311783635082,37.56732357580982,235,186
1104071010002,752.6,127.03308384741392,37.567178012820854,233,187
1104071010201,291.8,127.03135204853484,37.56742357798932,235,186
1104071010303,264.8,127.03077049727594,37.56932922619286,185,149
1104071010302,668.8,127.03136461783072,37.56819839191567,192,157
1104071010305,181.4,127.03077594245455,37.568628788020895,191,156
1104071010304,482.4,127.03216768970626,37.568728817844274,202,164
1104071010307,401.0,127.03198709401968,37.569554162518656,182,145
1104071010306,2.3,127.03327816551992,37.56880007781599,207,172
1104071010301,48.5,127.0327625957592,37.56906690858593,197,163
1104071020001,338.6,127.02696100106976,37.57042537779117,126,99
1104071020002,7.2,127.02776503358166,37.56759788424431,194,111
1104071020003,49.2,127.0247032750856,37.56790615085938,106,70
1104071020103,7.4,127.02489871139753,37.57037003377156,106,84
1104071020101,429.1,127.02386863909584,37.56874993357245,123,91
1104071020106,760.8,127.02444129850409,37.569575438615125,114,87
1104071020104,1166.9,127.02499538584732,37.568548019656546,136,106
1104071020105,2194.0,127.02380472007124,37.570280442622746,99,81
1104071020102,472.7,127.02556790304538,37.5696126476793,135,103
1104071020204,1852.1,127.0282697605273,37.56871716099635,167,114
