집계구코드,tarr,classic_cnt,thermal_cnt,lost_cnt,mean_svf,mean_canopy,mean_bld_H,hw_ratio,hot_link_ratio,n_links
1104059020001,77.22,79,18,61,0.4998428571428571,0.0178,12.0,1.738,0.0,14
1104059030002,55.32,94,42,52,0.7886365853658537,0.0,4.148780487804878,0.8837560975609756,0.6585365853658537,82
1104059030001,91.21,91,8,83,0.5659357142857143,0.0014714285714285,11.4,1.9837142857142855,0.5,28
1104059030103,90.59,85,8,77,0.443075,0.0,13.05,2.175,0.25,8
1104059030102,100.0,97,0,97,0.5538,0.002875,20.25,4.875,0.5,8
1104059030207,64.79,71,25,46,0.0850727272727272,0.0,58.81818181818182,11.763636363636364,0.0,22
1104059030205,72.29,83,23,60,0.3832703703703704,0.0026111111111111,29.414814814814815,7.1247037037037035,0.2962962962962963,54
1104059030204,60.53,76,30,46,0.0909666666666666,0.0,55.5,11.1,0.0,6
1104059030203,60.53,76,30,46,0.1071,0.0,50.6,10.12,0.0,6
1104059030202,70.59,85,25,60,0.1334,0.0,48.74444444444444,9.702555555555556,0.0,18
1104059030201,64.71,68,24,44,0.2446555555555555,0.0136592592592592,48.32222222222222,9.64714814814815,0.1851851851851851,38
1104059030213,71.64,67,19,48,0.3886666666666666,0.0,40.0,8.0,0.3333333333333333,6
1104059030212,60.0,70,28,42,0.083,0.0,60.0,12.0,0.0,6
1104059030209,64.38,73,26,47,0.083,0.0,60.0,12.0,0.0,8
1104059030208,60.24,83,33,50,0.3032142857142857,0.0,36.971428571428575,7.0442857142857145,0.2857142857142857,14
1104059030211,62.5,64,24,40,0.1989142857142857,0.0,51.857142857142854,10.357142857142858,0.1428571428571428,14
1104059030210,67.53,77,25,52,0.2320833333333333,0.0,43.3,11.898833333333334,0.1666666666666666,12
1104062010001,100.0,69,0,69,0.7571,0.0,5.185714285714285,0.8642857142857142,1.0,14
1104062010003,100.0,66,0,66,0.8094333333333333,0.0392666666666666,5.675,0.7201666666666666,0.8333333333333334,24
1104062010002,100.0,83,0,83,0.7210875,0.0125875,6.475,0.97425,1.0,16
1104062010004,98.68,76,1,75,0.6695,0.0,6.688888888888889,1.1147777777777776,1.0,18
1104062010101,98.51,67,1,66,0.4987,0.034,11.35,1.892,0.5,4
1104062020002,94.74,57,3,54,0.5504333333333333,6.666666666666667e-05,9.333333333333334,1.5553333333333337,0.6666666666666666,6
1104062020001,95.52,67,3,64,0.820425,0.011325,5.9,0.796,0.75,8
1104062020201,94.64,56,3,53,0.2133285714285714,0.0034571428571428,31.25714285714286,6.062428571428571,0.0,14
1104062030003,91.03,78,7,71,0.6525058823529413,0.0073176470588235,10.047058823529412,1.4848235294117649,0.7058823529411765,34
1104062030002,92.5,80,6,74,0.7658166666666667,0.0051583333333333,7.391666666666667,0.85075,1.0,24
1104062030001,100.0,45,0,45,0.7957490196078431,0.0106509803921568,6.2215686274509805,0.8342352941176471,0.803921568627451,102
1104062030107,96.25,80,3,77,0.6854,0.0,6.4,1.067,1.0,2
1104062030106,97.53,81,2,79,0.4235,0.0,23.55,4.614999999999999,0.5,4
1104062030104,95.83,72,3,69,0.4816,0.0,23.799999999999997,4.305,0.5,4
1104062030102,100.0,70,0,70,0.10835,0.0,54.55,10.2165,0.0,4
1104062030101,93.02,43,3,40,0.1061,0.0,56.25,9.375,0.0,4
1104062030205,86.89,61,8,53,0.3694181818181818,0.0170272727272727,29.636363636363637,4.880272727272727,0.2727272727272727,22
1104062030204,81.08,37,7,30,0.1452833333333333,0.0,36.083333333333336,7.216666666666666,0.0,12
1104062030203,84.91,53,8,45,0.1015,0.0,49.0,9.8,0.0,2
1104062030202,88.0,25,3,22,0.5544428571428571,0.0,19.542857142857144,3.494285714285714,0.4285714285714285,14
1104062030201,82.5,40,7,33,0.1578833333333333,0.0,32.86666666666667,6.573333333333333,0.0,12
1104062030303,86.67,60,8,52,0.1953,0.0017571428571428,37.285714285714285,5.364,0.0,14
1104065010001,86.0,50,7,43,0.3872,0.0,14.3,2.383,0.0,2
1104065010002,82.76,58,10,48,0.5929599999999999,0.0,10.09,1.4282,0.6,20
1104065010201,65.62,64,22,42,0.4597,0.004,16.7,2.054,0.0,4
1104065020004,80.39,51,10,41,0.4823,0.0,25.25,1.823,0.0,4
1104065020002,80.39,51,10,41,0.5529,0.0,9.12,1.5199,0.3,20
1104065020003,81.48,54,10,44,0.5851823529411765,0.0002764705882352,9.576470588235296,1.438970588235294,0.4411764705882353,68
1104065020001,80.0,45,9,36,0.59864375,0.0,10.84375,1.6823125,0.5,32
1104065020201,71.74,46,13,33,0.2515,0.0,16.75,4.4,0.0,8
1104065020202,78.57,42,9,33,0.2919299999999999,0.0,18.3,3.6067,0.0,20
1104065020302,81.48,54,10,44,0.2747,0.0,21.0,3.5,0.0,2
1104065020301,82.14,56,10,46,0.321,0.0,17.7,2.95,0.0,2
1104065030006,94.59,37,2,35,0.6554333333333333,0.0,6.933333333333334,1.1556666666666666,1.0,6
1104065030005,94.59,37,2,35,0.596311111111111,0.0,7.7333333333333325,1.5,0.7777777777777778,18
1104065030004,96.15,52,2,50,0.6784,0.0,6.9799999999999995,1.0943999999999998,1.0,10
1104065030003,100.0,55,0,55,0.6141333333333333,0.0,7.699999999999999,1.2836666666666667,1.0,6
1104065030002,94.12,34,2,32,0.6424857142857142,0.0,7.3428571428571425,1.223857142857143,0.8571428571428571,14
1104065030001,91.67,24,2,22,0.9391508078994614,0.0019597845601436,1.966786355475763,0.4462890484739676,0.9174147217235188,1074
1104065030201,95.74,47,2,45,0.175,0.0,33.8,5.633,0.0,2
1104065040004,98.11,53,1,52,0.53022,0.0,10.36,1.7266,0.4,10
1104065040001,96.23,53,2,51,0.6608333333333333,0.0,6.833333333333333,1.1386666666666667,1.0,6
1104065040002,100.0,63,0,63,0.6832100000000001,0.0,7.48,1.0789,1.0,20
1104065040003,100.0,63,0,63,0.64562,5e-05,7.115,1.21405,0.7,40
1104065040101,79.17,48,10,38,0.5645,0.0,30.75,3.844,0.5,4
1104065040102,80.77,52,10,42,0.1237,0.0,40.1,8.02,0.0,2
1104065040201,81.82,55,10,45,0.38355,0.0,22.75,3.6165,0.5,4
1104065040202,80.39,51,10,41,0.1406333333333333,0.0,35.22222222222222,7.044444444444444,0.0,12
1104066010003,75.0,36,9,27,0.5306285714285714,0.0,12.714285714285714,1.9227142857142856,0.4285714285714285,14
1104066010002,55.26,38,17,21,0.4873090909090909,0.0,10.863636363636363,1.810636363636364,0.0,22
1104066010005,53.12,32,15,17,0.5304714285714286,0.0,9.685714285714283,1.6142857142857143,0.1428571428571428,14
1104066010004,46.15,39,21,18,0.3662714285714285,0.0,15.014285714285714,2.571,0.0,14
1104066010007,66.67,39,13,26,0.530775,0.008175,11.333333333333334,1.75875,0.1666666666666666,24
1104066010006,48.0,50,26,24,0.4401714285714285,0.00075,14.221428571428572,2.278642857142857,0.0714285714285714,28
1104066010009,68.57,35,11,24,0.5935280000000001,0.006068,9.948,1.454,0.32,50
1104066010008,41.94,31,18,13,0.3791,0.0,21.833333333333332,2.5626666666666664,0.0,6
1104066010010,67.65,34,11,23,0.5771857142857143,0.0,8.700000000000001,1.45,0.4285714285714285,14
1104066010001,97.83,46,1,45,0.876084375,0.00960625,4.575,0.5876875,0.875,64
1104066010104,63.64,33,12,21,0.15914,0.0,42.260000000000005,8.344,0.0,10
1104066010101,60.0,30,12,18,0.078725,0.0,63.375,12.675,0.0,8
1104066010103,66.67,33,11,22,0.12032,0.0,56.36,11.2333,0.0,14
1104066010102,62.5,32,12,20,0.10044,0.0,51.720000000000006,10.344,0.0,10
1104066010201,46.51,43,23,20,0.326,0.0,17.4,2.9,0.0,2
1104066010401,46.67,30,16,14,0.3665,0.00225,15.65,2.608,0.0,4
1104066010601,48.89,45,23,22,0.3700714285714285,0.0,17.62857142857143,3.124714285714286,0.1428571428571428,14
1104066020006,100.0,37,0,37,0.9633875,0.0337375,0.75,0.125,1.0,16
1104066020007,100.0,36,0,36,0.4709923076923077,0.0112384615384615,32.06153846153846,4.472538461538462,0.3846153846153846,26
