집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops,a_classic,a_thermal,aal,tarr,category
1104072010302,409.2,127.02172430537888,37.55296218275816,271,176,226.2012,149.1475,77.0537,34.06,moderate
1104072010401,53.7,127.02050705052731,37.549436423107494,241,177,203.9842,145.3828,58.6014,28.73,moderate
1104072010402,609.3,127.0208469955002,37.55034138074991,244,186,209.9959,154.3051,55.6908,26.52,thermal_robust
1104072010501,1621.0,127.0219579071938,37.54988382370919,249,178,214.9695,148.3646,66.6049,30.98,moderate
1104072010502,3.1,127.02184878157465,37.55085086357909,250,187,213.0341,154.7618,58.2723,27.35,moderate
1104072020005,273.9,127.0188200426055,37.55125706935231,240,161,200.6119,134.1738,66.4381,33.12,moderate
1104072020002,1352.1,127.01615877107584,37.551132886361856,171,103,134.601,80.3052,54.2958,40.34,moderate
1104072020003,807.2,127.01857972926584,37.55350176490441,258,163,212.7235,136.5168,76.2067,35.82,moderate
1104072020001,40.9,127.01867200716352,37.54912686669962,233,166,194.8719,136.6131,58.2588,29.9,moderate
1104072020103,475.4,127.01538950432332,37.5500795846688,210,147,172.2862,114.0609,58.2253,33.8,moderate
1104072020101,601.0,127.01632545113536,37.54885190779854,227,158,190.4266,129.0535,61.3731,32.23,moderate
1104072020106,442.7,127.01587565082414,37.549453580121686,200,147,162.919,114.385,48.534,29.79,moderate
1104072020107,15.7,127.01583165114847,37.55083273828977,176,110,139.0213,85.3993,53.622,38.57,moderate
1104072020104,19.5,127.01652780969722,37.551170150038345,163,99,127.7816,76.71,51.0716,39.97,moderate
1104072020105,327.9,127.016525873988,37.55005755054192,187,129,151.0106,100.482,50.5286,33.46,moderate
1104072020102,286.5,127.0175569771744,37.54942961725019,203,148,165.341,115.4199,49.9211,30.19,moderate
1104072020201,506.7,127.01794895634583,37.5503416898379,227,148,183.4773,121.682,61.7953,33.68,moderate
1104072020402,1289.1,127.01880514732446,37.55484538103696,273,173,223.5954,144.805,78.7904,35.24,moderate
1104072020403,337.8,127.0177580199027,37.55573513037794,248,160,198.5615,129.8415,68.72,34.61,moderate
1104072020401,1026.5,127.01930126470208,37.55609782774684,268,163,215.7248,134.9684,80.7564,37.43,moderate
1104072020404,637.1,127.0176909347866,37.55464981262753,248,160,198.5615,129.8415,68.72,34.61,moderate
1104073020002,445.4,127.01045001900552,37.540344568741965,114,63,93.9967,53.8573,40.1394,42.7,thermal_prone
1104073020003,824.6,127.01544766837632,37.54458012674341,203,113,169.6479,93.568,76.0799,44.85,thermal_prone
1104073020102,974.7,127.01043213727355,37.54190535365349,128,64,105.2335,55.5967,49.6368,47.17,thermal_prone
1104073020103,14.9,127.00935531041956,37.54219067642679,101,54,82.7179,46.7906,35.9273,43.43,thermal_prone
1104073020101,698.9,127.0100412174239,37.54154963480071,123,63,101.045,54.518,46.527,46.05,thermal_prone
1104073020202,95.3,127.01265973523692,37.54345956902242,151,76,125.4226,65.5512,59.8714,47.74,thermal_prone
1104073020203,281.7,127.01199974756794,37.54331070864025,137,70,111.9769,59.7754,52.2015,46.62,thermal_prone
1104073020201,553.9,127.01114190867692,37.542514899821086,130,69,106.543,58.6667,47.8763,44.94,thermal_prone
1104073020606,1046.7,127.01313533590526,37.54457700185028,160,85,133.1857,71.8064,61.3793,46.09,thermal_prone
1104073020607,1210.0,127.0141014001911,37.54474582815088,160,85,133.1857,71.8064,61.3793,46.09,thermal_prone
1104073020604,10.3,127.01448730238222,37.546452679136515,186,98,153.7421,80.5283,73.2138,47.62,thermal_prone
1104073020605,1133.9,127.01457495003342,37.54434177149316,192,105,159.7007,87.2079,72.4928,45.39,thermal_prone
1104073020602,299.9,127.01400974824688,37.54591338213846,186,98,153.7421,80.5283,73.2138,47.62,thermal_prone
1104073020603,283.5,127.0148409836836,37.54533202423352,203,109,168.9175,89.9804,78.9371,46.73,thermal_prone
1104073020601,597.6,127.01346544336582,37.54547689444136,163,83,134.2754,68.2087,66.0667,49.2,thermal_prone
1104073020608,4.6,127.01245766816326,37.54511097823661,142,0,114.9186,0.0,114.9186,100.0,thermal_prone
1104073020609,215.2,127.01525408244862,37.5454454561545,203,109,168.9175,89.9804,78.9371,46.73,thermal_prone
1104073030003,1247.8,127.01230846196776,37.541346878890906,134,63,109.746,55.0605,54.6855,49.83,thermal_prone
1104073030002,1430.7,127.01574278638682,37.541806705858875,180,85,147.6217,71.7812,75.8405,51.37,thermal_prone
1104073030001,213.7,127.01547659850372,37.543332302368675,187,104,154.9553,85.7205,69.2348,44.68,thermal_prone
1104073030203,1339.5,127.01247624565808,37.539807534639394,116,63,95.575,54.0304,41.5446,43.47,thermal_prone
1104073030202,353.0,127.01461245822112,37.54019886082889,100,47,80.1965,41.8969,38.2996,47.76,thermal_prone
1104073030201,292.5,127.01426553750603,37.53925670040746,89,47,70.5553,40.67,29.8853,42.36,thermal_prone
1104073030306,2.0,127.01379482499458,37.54252654032367,154,78,128.0031,66.7092,61.2939,47.88,thermal_prone
1104073030305,80.6,127.0133503163837,37.541886950192215,151,75,124.59,64.1789,60.4111,48.49,thermal_prone
1104073030304,6.3,127.01459648183096,37.54269950250645,174,91,144.1596,76.4946,67.665,46.94,thermal_prone
1104073030303,308.0,127.01431555857344,37.54181172576742,152,76,126.1804,65.2552,60.9252,48.28,thermal_prone
1104073030302,1061.4,127.01270124538668,37.54221834216868,151,75,124.3425,64.0683,60.2742,48.47,thermal_prone
1104073030301,152.7,127.01367218385238,37.541030702373774,137,68,113.4309,58.5563,54.8746,48.38,thermal_prone
1104073030307,6.0,127.01486824741797,37.543069887908835,174,91,144.1596,76.4946,67.665,46.94,thermal_prone
1104073030604,184.5,127.01585175684762,37.540663665463825,160,74,130.5116,62.96,67.5516,51.76,thermal_prone
1104073030603,311.5,127.01674796261264,37.540652227531055,170,74,138.0862,63.3339,74.7523,54.13,thermal_prone
1104073030602,563.6,127.01576241003038,37.53975929801792,149,71,121.734,60.1673,61.5667,50.57,thermal_prone
1104073030601,820.5,127.0182752114532,37.53743807501212,0,0,0.0,0.0,0.0,0.0,no_access
1104073040001,3098.6,127.02658136781648,37.5391611911968,37,0,25.8081,0.0,25.8081,100.0,thermal_prone
1104073040201,84.6,127.0190953570288,37.54173708579417,215,0,172.5901,0.0,172.5901,100.0,thermal_prone
1104073040202,7.5,127.01962916236866,37.54225964920921,215,0,172.5901,0.0,172.5901,100.0,thermal_prone
1104073040301,554.3,127.01924215082369,37.54326413081144,161,113,132.1558,91.4506,40.7052,30.8,moderate
1104073040302,801.5,127.01817200290122,37.543295311244336,167,115,137.1251,93.6185,43.5066,31.73,moderate
1104073040303,121.2,127.01927844508768,37.544193866125966,152,109,123.1243,86.3122,36.8121,29.9,moderate
1104073040501,621.7,127.01804002494868,37.54251438009539,195,0,155.5601,0.0,155.5601,100.0,thermal_prone
1104073040502,79.1,127.0183954895432,37.5422472107237,195,0,155.5601,0.0,155.5601,100.0,thermal_prone
1104059030206,1199.5,127.0254085813003,37.55357493446358,283,191,232.2464,158.5793,73.6671,31.72,moderate
1104072020405,461.7,127.01858203098844,37.556450810054955,253,2,201.6123,2.0,199.6123,99.01,thermal_prone
1104073020204,4054.1,127.01147494246833,37.54633893218001,150,74,121.7768,60.5869,61.1899,50.25,thermal_prone
